contributor,family,species,age.yr,a.stba.cm,a.stbh.cm,a.stbc.cm,h.t.m,h.c.m,m.lf.g,m.st.g,m.rf.g,m.rc.g,m.rt.g,lf.ma.g.m2,d.st.g.cm3,n.lf.per,n.ss.per,n.rf.per,n.rc.per,pft,growingCondition,status,light,group,location,latitude,longitude,vegetation,lai.m2.m2,map,mat,reference
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,12.74,10.83,,10.7,,1847.55,44969.52,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,10.19,9.24,,10,,1934.49,28396.25,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,7.64,6.37,,10,,652.08,12245.22,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,5.48,4.46,,7.3,,273.68,4784.49,44.11,329.13,373.24,,0.39,,,,,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,3.32,3.16,,8,,79.7,2591.55,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,3.11,2.46,,5.4,,40.21,897.28,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,2.69,2.18,,5.6,,51.08,955.34,,,,,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,2.64,2.17,,3.6,,63.4,527.81,,,,,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,1.98,1.73,,3.5,,16.3,314.05,,,,,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,1.55,1.28,,2.8,,27.17,137.23,,,,,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus stolonifera,mostly less than 20,0.98,0.92,,1.9,,2.17,39.06,,,,,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus sp 1.,mostly less than 20,4.5,2.7,,4.65,,107.23,1581.32,,,,76.46,0.39,,,,,EA,FW,2,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus sp 1.,mostly less than 20,2.4,1.8,,3.66,,106.14,450.75,,,,76.46,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus sp 1.,mostly less than 20,2.3,1.7,,3.2,,76.8,411.17,,,,76.46,0.39,,,,,EA,FW,1,,Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Moraceae,Ficus sp 2,mostly less than 20,4.59,3.71,,5.65,,407.26,2948.81,51.47,1073.31,1124.78,,0.39,3.144,,,0.472,EA,FW,1,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Rubiaceae,Tarenna sp.,mostly less than 20,1.27,0.92,,1.4,,26.06,68.35,5.51,12.95,18.46,70.77,,,,,,EA,FW,1,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Verbenaceae,Callicarpa havilandii,mostly less than 20,3.82,3.5,,4.5,,132.59,883.03,,,,,,,,,,EA,FW,1,Open condition (road side),Secondary forest after swidden cultivation,Niah Forest Researve,3.65,113.7,TropRF,approx. 3.5-4.5,2800,27,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2009,Verbenaceae,Callicarpa havilandii,mostly less than 20,0.3,,,0.31,,1.6,0.73,0.33,0,0.33,,,,,,,EA,FW,0,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,"KENZO T, ICHIE T, HATTORI D, ITIOKA T, HANDA C, OHKUBO T, KENDAWANG JJ, NAKAMURA M, SAKAGUCHI M, TAKAHASHI N, OKAMOTO M, TANAKA-ODA A, SAKURAI K & NINOMIYA I. 2009. Development of allometric relationships for accurate estimation of above- and below-ground biomass in tropical secondary forests in Sarawak, Malaysia. Journal of Tropical Ecology 25: 371-386."
Kenzo 2008,Euphorbiaceae,Macaranga beccariana,mostly less than 20,10.03,,4.84,13.9,2.4,948.6,9312.7,,,,,0.29,1.927,,,0.342,EA,FW,3,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,2.99,1.78,1.43,3.52,,61.9,258.3,,,75.37,,0.31,2.655,0.228,0.476,0.206,EA,FW,1,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,9.08,,,9.7,5.8,961,7955.7,,,,,0.31,2.655,0.228,0.476,0.206,EA,FW,3,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,11.78,8.54,7.52,8.15,5.3,1143.9,15336.4,,,,,0.31,2.655,0.228,0.476,0.206,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,4.36,3.85,3.18,5.6,2.42,155,1175.3,,,,,0.31,2.655,0.228,0.476,0.206,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,1.155,,,0.12,,10.5,23,,,9.72,,0.31,2.655,0.228,0.476,0.206,EA,FW,0,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga bancana,mostly less than 20,1.065,,,0.15,,9.8,20.4,,,8.48,,0.31,2.655,0.228,0.476,0.206,EA,FW,0,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga winkleri,mostly less than 20,9.39,,7.8,9.05,7.4,269.7,6649.3,,,,,0.39,2.655,0.228,0.476,0.206,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga winkleri,mostly less than 20,7.48,,3.28,6.64,2.2,406.1,3392.5,,,,,0.39,2.655,0.228,0.476,0.206,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga winkleri,mostly less than 20,6.02,5.13,,8.9,4.25,231,2755.4,,,,,0.39,2.655,0.228,0.476,0.206,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga winkleri,mostly less than 20,0.68,,,0.93,,3.1,9.9,,,2.51,,0.39,2.655,0.228,0.476,0.206,EA,FW,0,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,3.5,2.48,2.04,4.26,,68.4,512.6,,,166.98,,0.39,,,0.662,0.29,EA,FW,1,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,5.25,,3.6,5.9,3.1,269.7,1616.9,,,,,0.39,,,0.662,0.29,EA,FW,1,Open condition (road side),Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,11.15,,,12.1,3.45,781.2,14095.1,,,,,0.39,,,0.662,0.29,EA,FW,3,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,5.86,,2.87,6.77,2.45,330.2,2102.2,,,,,0.39,,,0.662,0.29,EA,FW,2,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,9.17,,5.73,12.75,4.8,1010.6,13590.7,,,,,0.39,,,0.662,0.29,EA,FW,3,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
Kenzo 2008,Euphorbiaceae,Macaranga trachyphylla,mostly less than 20,9.08,,3.41,9.45,1.15,404.6,5142.8,,,,,0.39,,,0.662,0.29,EA,FW,3,,Secondary forest along logging road,Sungai Liku,4.233333333,114.0666667,TropRF,approx. 3.5-4.5,2400,26.3,Kenzo et al 2008 Unpub.
